account_id,industry,region,pipeline_stage,deal_size,days_in_stage,num_meetings,email_open_rate,champion_identified,competitor_present,product_fit_score,account_tenure_yrs,prev_purchases,exec_sponsor,nps_score,days_since_contact,converted,created_at
ACC-02329,Manufacturing,North America,Closed Won,197300.0,44,5,0.363,0,1,0.447,1.0,1,1,2,9,1,2026-07-19 10:10:54.743919+00:00
ACC-02330,Financial Services,EMEA,Prospecting,65000.0,59,6,0.323,0,1,0.507,2.0,3,0,6,31,0,2026-07-19 10:10:54.743919+00:00
ACC-02331,Healthcare,North America,Proposal,1012800.0,23,4,0.18,0,1,0.309,0.5,0,0,1,18,0,2026-07-19 10:10:54.743919+00:00
ACC-02332,Financial Services,India,Closed Lost,240600.0,103,5,0.577,0,0,0.352,5.6,2,0,5,11,0,2026-07-19 10:10:54.743919+00:00
ACC-02333,Manufacturing,SEA,Closed Won,440100.0,21,3,0.241,0,0,0.517,0.1,3,1,9,3,1,2026-07-19 10:10:54.743919+00:00
ACC-02334,Manufacturing,APAC,Closed Lost,49000.0,28,3,0.109,1,0,0.43,1.6,1,0,7,10,0,2026-07-19 10:10:54.743919+00:00
ACC-02335,Financial Services,APAC,Qualification,351400.0,24,4,0.27,0,0,0.645,1.0,3,0,7,13,1,2026-07-19 10:10:54.743919+00:00
ACC-02336,Retail,North America,Prospecting,67800.0,101,4,0.219,0,0,0.894,0.9,1,1,6,8,1,2026-07-19 10:10:54.743919+00:00
ACC-02337,Retail,North America,Prospecting,112700.0,31,3,0.291,1,1,0.806,0.8,1,0,1,31,0,2026-07-19 10:10:54.743919+00:00
ACC-02338,Retail,North America,Qualification,702300.0,20,5,0.076,0,1,0.828,1.4,3,0,6,1,1,2026-07-19 10:10:54.743919+00:00
ACC-02339,Financial Services,EMEA,Negotiation,28200.0,133,4,0.355,0,0,0.72,7.0,3,0,9,40,1,2026-07-19 10:10:54.743919+00:00
ACC-02340,Retail,APAC,Prospecting,126000.0,92,2,0.306,1,1,0.79,3.7,2,0,9,24,1,2026-07-19 10:10:54.743919+00:00
ACC-02341,Technology,SEA,Proposal,167000.0,77,5,0.507,0,0,0.426,6.6,2,1,10,68,1,2026-07-19 10:10:54.743919+00:00
ACC-02342,Financial Services,APAC,Qualification,184200.0,89,5,0.229,0,0,0.687,0.7,2,1,2,8,1,2026-07-19 10:10:54.743919+00:00
ACC-02343,Financial Services,EMEA,Qualification,57500.0,21,3,0.325,0,1,0.699,5.7,1,0,7,17,1,2026-07-19 10:10:54.743919+00:00
ACC-02344,Retail,APAC,Proposal,1206800.0,96,3,0.397,0,0,0.74,1.7,0,0,4,40,0,2026-07-19 10:10:54.743919+00:00
ACC-02345,Logistics,APAC,Qualification,20900.0,34,2,0.224,0,0,0.845,11.9,2,0,6,12,1,2026-07-19 10:10:54.743919+00:00
ACC-02346,Manufacturing,North America,Negotiation,568400.0,48,2,0.486,0,0,0.961,2.7,2,1,3,16,1,2026-07-19 10:10:54.743919+00:00
ACC-02347,Manufacturing,APAC,Prospecting,424300.0,39,6,0.231,0,1,0.798,2.0,0,0,0,17,1,2026-07-19 10:10:54.743919+00:00
ACC-02348,Retail,APAC,Negotiation,966100.0,84,3,0.242,1,0,0.946,7.8,2,0,4,36,1,2026-07-19 10:10:54.743919+00:00
ACC-02349,Manufacturing,EMEA,Prospecting,14700.0,5,6,0.107,1,0,0.685,1.4,3,1,10,4,1,2026-07-19 10:10:54.743919+00:00
ACC-02350,Financial Services,SEA,Prospecting,34800.0,18,5,0.059,1,0,0.503,4.1,1,0,6,6,1,2026-07-19 10:10:54.743919+00:00
ACC-02351,Manufacturing,APAC,Proposal,591400.0,89,4,0.398,0,0,0.761,1.9,1,0,5,22,1,2026-07-19 10:10:54.743919+00:00
ACC-02352,Logistics,North America,Negotiation,10400.0,26,6,0.084,0,0,0.987,4.0,1,0,6,31,1,2026-07-19 10:10:54.743919+00:00
ACC-02353,Manufacturing,APAC,Prospecting,14400.0,82,5,0.157,0,1,0.797,1.0,2,0,2,12,1,2026-07-19 10:10:54.743919+00:00
ACC-02354,Technology,APAC,Qualification,54900.0,25,3,0.069,1,1,0.978,1.6,2,1,7,30,0,2026-07-19 10:10:54.743919+00:00
ACC-02355,Technology,North America,Qualification,124300.0,33,3,0.435,0,0,0.316,1.3,0,0,10,16,0,2026-07-19 10:10:54.743919+00:00
ACC-02356,Financial Services,India,Prospecting,667100.0,108,4,0.391,1,1,0.481,6.1,1,1,9,9,1,2026-07-19 10:10:54.743919+00:00
ACC-02357,Logistics,SEA,Negotiation,79000.0,62,2,0.31,1,1,0.492,7.9,2,0,0,13,1,2026-07-19 10:10:54.743919+00:00
ACC-02358,Financial Services,SEA,Negotiation,47600.0,44,1,0.465,0,0,0.599,4.0,2,0,8,4,1,2026-07-19 10:10:54.743919+00:00
ACC-02359,Manufacturing,North America,Prospecting,143400.0,54,4,0.3,1,0,0.322,5.2,2,1,0,1,1,2026-07-19 10:10:54.743919+00:00
ACC-02360,Financial Services,India,Qualification,173400.0,72,7,0.12,0,0,0.94,1.3,0,0,3,34,0,2026-07-19 10:10:54.743919+00:00
ACC-02361,Financial Services,EMEA,Negotiation,167600.0,43,5,0.294,1,1,0.795,0.5,0,1,7,42,1,2026-07-19 10:10:54.743919+00:00
ACC-02362,Retail,APAC,Qualification,79700.0,56,2,0.338,0,0,0.359,3.5,3,0,7,39,0,2026-07-19 10:10:54.743919+00:00
ACC-02363,Healthcare,APAC,Proposal,10000.0,135,5,0.426,0,1,0.422,3.0,4,0,9,11,1,2026-07-19 10:10:54.743919+00:00
ACC-02364,Retail,India,Prospecting,32800.0,19,4,0.264,1,0,0.722,0.9,2,0,9,26,0,2026-07-19 10:10:54.743919+00:00
ACC-02365,Manufacturing,APAC,Proposal,542700.0,44,3,0.089,1,0,0.936,7.3,1,0,10,17,1,2026-07-19 10:10:54.743919+00:00
ACC-02366,Financial Services,APAC,Prospecting,123600.0,29,6,0.303,0,0,0.361,1.3,1,0,10,21,1,2026-07-19 10:10:54.743919+00:00
ACC-02367,Financial Services,APAC,Negotiation,67000.0,22,3,0.605,1,1,0.603,5.1,0,0,5,20,0,2026-07-19 10:10:54.743919+00:00
ACC-02368,Manufacturing,EMEA,Qualification,377700.0,44,4,0.623,0,1,0.44,0.4,0,0,10,53,1,2026-07-19 10:10:54.743919+00:00
ACC-02369,Healthcare,North America,Prospecting,25400.0,22,4,0.083,0,0,0.426,1.0,3,0,10,14,0,2026-07-19 10:10:54.743919+00:00
ACC-02370,Technology,SEA,Negotiation,75300.0,20,4,0.234,1,0,0.811,2.9,0,0,6,58,1,2026-07-19 10:10:54.743919+00:00
ACC-02371,Manufacturing,EMEA,Prospecting,116500.0,37,5,0.475,0,0,0.879,0.8,2,0,8,15,0,2026-07-19 10:10:54.743919+00:00
ACC-02372,Technology,EMEA,Qualification,58100.0,55,1,0.608,0,0,0.945,9.4,4,0,10,1,1,2026-07-19 10:10:54.743919+00:00
ACC-02373,Manufacturing,North America,Qualification,111400.0,53,3,0.203,1,1,0.779,2.4,0,0,0,3,0,2026-07-19 10:10:54.743919+00:00
ACC-02374,Retail,EMEA,Prospecting,78800.0,38,4,0.142,0,0,0.346,3.9,1,1,6,15,0,2026-07-19 10:10:54.743919+00:00
ACC-02375,Manufacturing,North America,Closed Won,18400.0,15,4,0.46,0,1,0.55,2.5,3,0,3,17,0,2026-07-19 10:10:54.743919+00:00
ACC-02376,Healthcare,North America,Negotiation,122700.0,15,5,0.196,0,0,0.609,1.6,1,1,0,6,1,2026-07-19 10:10:54.743919+00:00
ACC-02377,Healthcare,APAC,Prospecting,20000.0,49,4,0.062,0,1,0.493,5.2,1,0,0,7,0,2026-07-19 10:10:54.743919+00:00
ACC-02378,Technology,APAC,Proposal,120400.0,26,5,0.038,0,0,0.678,0.1,1,1,4,16,0,2026-07-19 10:10:54.743919+00:00
ACC-02379,Retail,EMEA,Qualification,513500.0,45,5,0.408,1,0,0.463,1.7,2,1,9,29,1,2026-07-19 10:10:54.743919+00:00
ACC-02380,Technology,North America,Closed Won,70500.0,42,3,0.337,1,0,0.93,6.4,2,0,1,19,1,2026-07-19 10:10:54.743919+00:00
ACC-02381,Technology,APAC,Qualification,24200.0,10,6,0.131,1,0,0.4,0.3,1,0,10,4,1,2026-07-19 10:10:54.743919+00:00
ACC-02382,Technology,North America,Proposal,84800.0,90,1,0.258,1,0,0.598,0.7,1,0,2,40,0,2026-07-19 10:10:54.743919+00:00
ACC-02383,Logistics,SEA,Qualification,36400.0,15,6,0.161,0,1,0.387,9.7,1,0,7,30,0,2026-07-19 10:10:54.743919+00:00
ACC-02384,Retail,EMEA,Qualification,201500.0,34,2,0.396,0,0,0.551,9.6,0,0,8,16,0,2026-07-19 10:10:54.743919+00:00
ACC-02385,Healthcare,EMEA,Qualification,82700.0,17,2,0.339,1,0,0.639,1.5,2,0,10,30,1,2026-07-19 10:10:54.743919+00:00
ACC-02386,Manufacturing,APAC,Prospecting,768100.0,26,7,0.553,0,1,0.688,4.2,2,1,2,22,1,2026-07-19 10:10:54.743919+00:00
ACC-02387,Retail,North America,Negotiation,398500.0,28,7,0.269,1,0,0.532,2.9,2,1,5,7,1,2026-07-19 10:10:54.743919+00:00
ACC-02388,Manufacturing,SEA,Qualification,82200.0,30,4,0.044,0,1,0.867,2.0,2,0,10,26,0,2026-07-19 10:10:54.743919+00:00
ACC-02389,Technology,North America,Closed Lost,233000.0,35,4,0.599,0,1,0.661,5.0,1,1,10,4,1,2026-07-19 10:10:54.743919+00:00
ACC-02390,Manufacturing,APAC,Prospecting,61600.0,101,3,0.253,0,0,0.995,3.2,1,0,5,14,1,2026-07-19 10:10:54.743919+00:00
ACC-02391,Retail,EMEA,Proposal,102800.0,21,4,0.721,0,1,0.386,0.3,0,1,1,10,0,2026-07-19 10:10:54.743919+00:00
ACC-02392,Financial Services,North America,Closed Lost,64000.0,56,3,0.107,1,0,0.428,5.5,0,0,5,30,0,2026-07-19 10:10:54.743919+00:00
ACC-02393,Retail,India,Proposal,247600.0,77,6,0.445,0,0,0.861,1.0,4,1,4,2,0,2026-07-19 10:10:54.743919+00:00
ACC-02394,Financial Services,APAC,Closed Won,551100.0,53,5,0.375,1,1,0.688,3.0,2,0,1,63,1,2026-07-19 10:10:54.743919+00:00
ACC-02395,Technology,North America,Negotiation,257400.0,86,2,0.297,0,0,0.552,4.5,1,0,6,2,1,2026-07-19 10:10:54.743919+00:00
ACC-02396,Healthcare,North America,Qualification,298400.0,53,3,0.068,1,0,0.587,6.8,2,0,3,29,1,2026-07-19 10:10:54.743919+00:00
ACC-02397,Financial Services,North America,Proposal,298800.0,52,11,0.171,0,1,0.695,7.8,2,1,9,32,1,2026-07-19 10:10:54.743919+00:00
ACC-02398,Financial Services,India,Prospecting,191300.0,78,7,0.117,1,0,0.36,7.8,2,1,1,12,1,2026-07-19 10:10:54.743919+00:00
ACC-02399,Manufacturing,EMEA,Qualification,25200.0,48,3,0.543,1,0,0.836,3.2,0,0,1,11,1,2026-07-19 10:10:54.743919+00:00
ACC-02400,Manufacturing,North America,Prospecting,760100.0,77,1,0.203,0,1,0.614,2.9,2,1,6,22,0,2026-07-19 10:10:54.743919+00:00
ACC-02401,Healthcare,North America,Proposal,860500.0,48,7,0.117,1,0,0.589,0.0,1,0,8,14,1,2026-07-19 10:10:54.743919+00:00
ACC-02402,Financial Services,EMEA,Qualification,74600.0,76,3,0.381,0,1,0.841,0.3,2,0,4,13,0,2026-07-19 10:10:54.743919+00:00
ACC-02403,Retail,EMEA,Qualification,63300.0,96,4,0.174,1,0,0.698,1.5,0,1,8,35,1,2026-07-19 10:10:54.743919+00:00
ACC-02404,Healthcare,APAC,Prospecting,205800.0,31,3,0.269,0,0,0.828,4.7,2,0,8,2,1,2026-07-19 10:10:54.743919+00:00
ACC-02405,Manufacturing,APAC,Closed Lost,191200.0,28,3,0.566,1,0,0.95,2.7,3,1,9,31,1,2026-07-19 10:10:54.743919+00:00
ACC-02406,Manufacturing,North America,Prospecting,77500.0,86,6,0.363,0,0,0.962,0.8,0,0,1,18,0,2026-07-19 10:10:54.743919+00:00
ACC-02407,Retail,EMEA,Prospecting,22000.0,75,2,0.352,1,0,0.6,0.4,1,1,9,25,1,2026-07-19 10:10:54.743919+00:00
ACC-02408,Healthcare,SEA,Prospecting,142500.0,11,5,0.13,1,0,0.349,1.9,0,1,1,23,1,2026-07-19 10:10:54.743919+00:00
ACC-02409,Logistics,North America,Closed Lost,191300.0,46,3,0.047,1,1,0.309,7.3,1,1,7,4,0,2026-07-19 10:10:54.743919+00:00
ACC-02410,Retail,EMEA,Closed Lost,235900.0,107,6,0.626,0,0,0.794,0.2,2,1,5,4,1,2026-07-19 10:10:54.743919+00:00
ACC-02411,Manufacturing,APAC,Proposal,150100.0,18,3,0.049,0,0,0.357,1.9,0,0,7,53,0,2026-07-19 10:10:54.743919+00:00
ACC-02412,Financial Services,APAC,Closed Won,71300.0,17,3,0.22,1,0,0.573,0.2,2,1,9,50,1,2026-07-19 10:10:54.743919+00:00
ACC-02413,Retail,North America,Prospecting,325400.0,25,5,0.521,1,1,0.764,0.9,2,0,2,24,0,2026-07-19 10:10:54.743919+00:00
ACC-02414,Financial Services,India,Closed Lost,106800.0,30,2,0.16,0,0,0.999,9.2,0,0,6,17,1,2026-07-19 10:10:54.743919+00:00
ACC-02415,Retail,APAC,Prospecting,56500.0,12,6,0.263,1,1,0.456,0.3,4,1,3,9,0,2026-07-19 10:10:54.743919+00:00
ACC-02416,Logistics,APAC,Prospecting,79500.0,19,5,0.102,0,1,0.307,0.2,0,1,3,12,0,2026-07-19 10:10:54.743919+00:00
ACC-02417,Retail,APAC,Prospecting,12100.0,11,3,0.45,1,1,0.329,0.3,1,0,5,39,1,2026-07-19 10:10:54.743919+00:00
ACC-02418,Financial Services,North America,Proposal,79300.0,45,7,0.208,0,1,0.456,3.5,1,0,0,0,0,2026-07-19 10:10:54.743919+00:00
ACC-02419,Financial Services,North America,Negotiation,225500.0,44,5,0.169,0,0,0.995,0.0,1,0,1,8,1,2026-07-19 10:10:54.743919+00:00
ACC-02420,Retail,EMEA,Qualification,148400.0,86,3,0.036,0,0,0.354,1.5,1,0,7,18,0,2026-07-19 10:10:54.743919+00:00
ACC-02421,Financial Services,North America,Closed Lost,612200.0,47,4,0.162,1,1,0.824,9.2,0,0,10,9,0,2026-07-19 10:10:54.743919+00:00
ACC-02422,Financial Services,EMEA,Qualification,72000.0,56,6,0.356,0,1,0.405,0.2,0,0,7,49,0,2026-07-19 10:10:54.743919+00:00
ACC-02423,Technology,APAC,Prospecting,177200.0,59,2,0.155,1,0,0.443,8.1,1,0,1,56,0,2026-07-19 10:10:54.743919+00:00
ACC-02424,Retail,APAC,Qualification,255600.0,21,3,0.613,1,1,0.36,0.4,2,0,4,37,0,2026-07-19 10:10:54.743919+00:00
ACC-02425,Healthcare,APAC,Proposal,1642000.0,19,4,0.43,0,1,0.46,0.4,2,0,6,20,1,2026-07-19 10:10:54.743919+00:00
ACC-02426,Logistics,APAC,Negotiation,117400.0,17,1,0.322,1,0,0.381,2.8,2,0,1,15,1,2026-07-19 10:10:54.743919+00:00
ACC-02427,Financial Services,North America,Qualification,28200.0,30,5,0.332,1,1,0.312,0.8,2,0,2,14,0,2026-07-19 10:10:54.743919+00:00
ACC-02428,Logistics,APAC,Proposal,273100.0,28,6,0.384,0,0,0.859,0.0,3,0,5,8,1,2026-07-19 10:10:54.743919+00:00
ACC-02429,Healthcare,EMEA,Prospecting,926200.0,41,5,0.192,1,0,0.433,4.2,0,1,0,41,1,2026-07-19 10:10:54.743919+00:00
ACC-02430,Technology,EMEA,Proposal,67000.0,62,5,0.324,1,1,0.383,1.4,2,0,0,34,0,2026-07-19 10:10:54.743919+00:00
ACC-02431,Manufacturing,North America,Closed Lost,270800.0,56,3,0.239,1,0,0.491,7.2,3,1,2,10,1,2026-07-19 10:10:54.743919+00:00
ACC-02432,Technology,APAC,Prospecting,431300.0,28,5,0.183,1,0,0.828,1.0,0,0,10,36,1,2026-07-19 10:10:54.743919+00:00
ACC-02433,Logistics,North America,Closed Won,334500.0,25,2,0.176,1,0,0.457,3.3,1,1,6,22,1,2026-07-19 10:10:54.743919+00:00
ACC-02434,Healthcare,North America,Proposal,114800.0,27,7,0.217,1,0,0.679,1.2,1,1,9,7,1,2026-07-19 10:10:54.743919+00:00
ACC-02435,Logistics,North America,Prospecting,42700.0,29,7,0.075,1,1,0.452,0.5,2,0,7,4,0,2026-07-19 10:10:54.743919+00:00
ACC-02436,Retail,India,Closed Lost,89500.0,14,5,0.246,0,0,0.571,11.0,4,0,6,28,1,2026-07-19 10:10:54.743919+00:00
ACC-02437,Retail,North America,Qualification,171200.0,47,1,0.047,0,0,0.665,2.7,0,0,7,17,0,2026-07-19 10:10:54.743919+00:00
ACC-02438,Healthcare,North America,Qualification,293600.0,107,3,0.206,0,0,0.83,5.5,0,0,5,54,0,2026-07-19 10:10:54.743919+00:00
ACC-02439,Manufacturing,North America,Prospecting,147400.0,40,5,0.55,1,0,0.497,0.9,3,0,2,0,1,2026-07-19 10:10:54.743919+00:00
ACC-02440,Financial Services,North America,Prospecting,62600.0,41,3,0.466,0,1,0.613,1.5,3,1,1,9,0,2026-07-19 10:10:54.743919+00:00
ACC-02441,Manufacturing,EMEA,Negotiation,192200.0,52,2,0.366,0,1,0.75,1.9,2,1,1,11,1,2026-07-19 10:10:54.743919+00:00
ACC-02442,Manufacturing,North America,Proposal,277100.0,18,6,0.313,0,0,0.493,3.0,2,0,5,45,1,2026-07-19 10:10:54.743919+00:00
ACC-02443,Technology,North America,Closed Won,155700.0,26,6,0.248,1,1,0.454,1.5,0,1,10,31,0,2026-07-19 10:10:54.743919+00:00
ACC-02444,Technology,EMEA,Prospecting,36200.0,27,6,0.263,1,1,0.698,0.9,3,0,6,28,0,2026-07-19 10:10:54.743919+00:00
ACC-02445,Retail,APAC,Prospecting,79400.0,18,5,0.095,0,0,0.967,0.6,1,1,1,9,1,2026-07-19 10:10:54.743919+00:00
ACC-02446,Healthcare,EMEA,Prospecting,307900.0,95,5,0.547,1,1,0.937,2.7,1,1,2,11,1,2026-07-19 10:10:54.743919+00:00
ACC-02447,Healthcare,EMEA,Qualification,18800.0,61,4,0.222,1,1,0.72,0.9,1,1,6,14,1,2026-07-19 10:10:54.743919+00:00
ACC-02448,Financial Services,North America,Closed Lost,10000.0,64,2,0.34,1,0,0.595,1.5,3,0,0,45,1,2026-07-19 10:10:54.743919+00:00
ACC-02449,Financial Services,EMEA,Proposal,603000.0,32,3,0.028,1,1,0.696,0.1,2,0,9,44,0,2026-07-19 10:10:54.743919+00:00
ACC-02450,Healthcare,North America,Qualification,182400.0,43,5,0.034,0,1,0.861,0.9,1,0,1,9,0,2026-07-19 10:10:54.743919+00:00
ACC-02451,Healthcare,APAC,Closed Won,204400.0,30,2,0.218,0,0,0.365,2.0,0,1,0,11,0,2026-07-19 10:10:54.743919+00:00
ACC-02452,Logistics,APAC,Negotiation,27100.0,34,4,0.3,0,1,0.847,4.8,0,0,9,5,1,2026-07-19 10:10:54.743919+00:00
ACC-02453,Manufacturing,North America,Prospecting,239200.0,41,5,0.007,1,0,0.761,1.4,0,0,0,12,0,2026-07-19 10:10:54.743919+00:00
ACC-02454,Healthcare,EMEA,Negotiation,137400.0,36,5,0.248,1,1,0.488,1.0,1,1,6,15,1,2026-07-19 10:10:54.743919+00:00
ACC-02455,Manufacturing,India,Qualification,14700.0,41,4,0.397,1,0,0.913,2.2,1,1,8,16,1,2026-07-19 10:10:54.743919+00:00
ACC-02456,Financial Services,SEA,Prospecting,545300.0,13,9,0.145,0,0,0.356,0.2,2,0,3,25,0,2026-07-19 10:10:54.743919+00:00
ACC-02457,Retail,EMEA,Prospecting,119400.0,18,5,0.339,0,1,0.943,1.3,1,0,0,17,1,2026-07-19 10:10:54.743919+00:00
ACC-02458,Manufacturing,APAC,Qualification,61400.0,30,3,0.21,1,0,0.572,0.4,3,0,4,12,0,2026-07-19 10:10:54.743919+00:00
ACC-02459,Retail,North America,Qualification,62700.0,33,3,0.402,0,0,0.867,0.9,3,1,7,7,1,2026-07-19 10:10:54.743919+00:00
ACC-02460,Retail,North America,Prospecting,10000.0,33,3,0.338,0,0,0.408,1.5,3,1,5,8,1,2026-07-19 10:10:54.743919+00:00
ACC-02461,Logistics,APAC,Prospecting,201200.0,55,5,0.163,0,0,0.697,0.2,1,0,8,17,0,2026-07-19 10:10:54.743919+00:00
ACC-02462,Technology,APAC,Negotiation,135200.0,46,3,0.205,1,0,0.323,4.8,1,1,2,2,1,2026-07-19 10:10:54.743919+00:00
ACC-02463,Manufacturing,SEA,Closed Lost,78200.0,50,8,0.275,1,1,0.495,1.0,2,0,10,23,1,2026-07-19 10:10:54.743919+00:00
ACC-02464,Manufacturing,APAC,Negotiation,457800.0,27,6,0.337,0,1,0.881,0.8,3,1,5,8,1,2026-07-19 10:10:54.743919+00:00
ACC-02465,Manufacturing,APAC,Prospecting,18800.0,21,2,0.366,0,0,0.618,1.3,2,0,9,14,0,2026-07-19 10:10:54.743919+00:00
ACC-02466,Healthcare,APAC,Prospecting,48200.0,35,2,0.058,1,1,0.762,1.4,2,1,7,11,1,2026-07-19 10:10:54.743919+00:00
ACC-02467,Retail,India,Prospecting,35600.0,59,3,0.225,1,0,0.865,5.0,0,0,2,30,0,2026-07-19 10:10:54.743919+00:00
ACC-02468,Financial Services,EMEA,Prospecting,70600.0,93,5,0.526,1,0,0.671,1.0,0,0,4,52,0,2026-07-19 10:10:54.743919+00:00
ACC-02469,Retail,EMEA,Proposal,107000.0,28,4,0.228,0,1,0.71,1.9,2,0,10,3,0,2026-07-19 10:10:54.743919+00:00
ACC-02470,Manufacturing,APAC,Proposal,165400.0,93,3,0.068,0,0,0.836,2.1,3,1,3,31,0,2026-07-19 10:10:54.743919+00:00
ACC-02471,Healthcare,India,Proposal,65100.0,19,3,0.43,1,1,0.384,1.1,6,1,6,28,1,2026-07-19 10:10:54.743919+00:00
ACC-02472,Logistics,North America,Proposal,34400.0,13,0,0.105,0,1,0.35,4.6,2,0,5,21,0,2026-07-19 10:10:54.743919+00:00
ACC-02473,Logistics,India,Prospecting,746500.0,33,7,0.253,0,1,0.735,2.9,1,0,9,33,0,2026-07-19 10:10:54.743919+00:00
ACC-02474,Technology,APAC,Qualification,1783300.0,21,3,0.614,1,1,0.983,3.8,2,0,7,3,1,2026-07-19 10:10:54.743919+00:00
ACC-02475,Manufacturing,APAC,Proposal,117200.0,25,2,0.456,0,1,0.751,0.2,2,1,7,26,0,2026-07-19 10:10:54.743919+00:00
ACC-02476,Technology,APAC,Qualification,39800.0,67,6,0.445,0,1,0.794,5.1,2,1,4,2,1,2026-07-19 10:10:54.743919+00:00
ACC-02477,Financial Services,EMEA,Prospecting,579900.0,63,2,0.293,1,1,0.761,0.8,1,1,2,10,1,2026-07-19 10:10:54.743919+00:00
ACC-02478,Technology,North America,Qualification,17400.0,46,3,0.145,1,0,0.724,0.3,3,1,6,14,1,2026-07-19 10:10:54.743919+00:00
ACC-02479,Financial Services,India,Prospecting,66100.0,44,8,0.342,1,0,0.438,3.2,1,1,1,7,1,2026-07-19 10:10:54.743919+00:00
ACC-02480,Technology,APAC,Prospecting,42800.0,25,4,0.155,1,1,0.888,0.7,0,0,1,21,0,2026-07-19 10:10:54.743919+00:00
ACC-02481,Healthcare,APAC,Negotiation,24600.0,35,1,0.205,0,1,0.703,1.6,0,1,10,63,1,2026-07-19 10:10:54.743919+00:00
ACC-02482,Technology,North America,Negotiation,70500.0,32,7,0.255,1,1,0.985,3.7,2,0,1,9,1,2026-07-19 10:10:54.743919+00:00
ACC-02483,Logistics,APAC,Prospecting,35000.0,16,4,0.065,0,0,0.348,0.3,1,0,10,23,0,2026-07-19 10:10:54.743919+00:00
ACC-02484,Financial Services,APAC,Prospecting,100200.0,102,3,0.652,0,0,0.509,0.4,2,0,8,9,0,2026-07-19 10:10:54.743919+00:00
ACC-02485,Retail,APAC,Proposal,102000.0,32,6,0.16,0,1,0.37,3.3,2,1,6,8,1,2026-07-19 10:10:54.743919+00:00
ACC-02486,Logistics,EMEA,Prospecting,46800.0,20,6,0.57,0,1,0.901,1.8,2,0,4,21,0,2026-07-19 10:10:54.743919+00:00
ACC-02487,Retail,APAC,Qualification,63300.0,15,3,0.226,0,0,0.873,0.8,1,1,6,14,1,2026-07-19 10:10:54.743919+00:00
ACC-02488,Technology,SEA,Prospecting,74800.0,52,6,0.403,0,1,0.841,2.2,1,1,9,9,0,2026-07-19 10:10:54.743919+00:00
ACC-02489,Manufacturing,EMEA,Prospecting,260900.0,97,6,0.229,1,1,0.775,2.9,0,0,1,19,1,2026-07-19 10:10:54.743919+00:00
ACC-02490,Retail,India,Negotiation,82600.0,115,8,0.166,0,0,0.375,1.6,2,1,8,12,0,2026-07-19 10:10:54.743919+00:00
ACC-02491,Healthcare,North America,Negotiation,265600.0,37,4,0.494,0,0,0.584,0.6,1,0,6,30,1,2026-07-19 10:10:54.743919+00:00
ACC-02492,Healthcare,APAC,Prospecting,199400.0,32,5,0.31,1,0,0.793,3.1,3,1,10,7,1,2026-07-19 10:10:54.743919+00:00
ACC-02493,Technology,APAC,Qualification,196000.0,42,5,0.08,0,1,0.553,0.4,2,0,0,25,0,2026-07-19 10:10:54.743919+00:00
ACC-02494,Retail,EMEA,Prospecting,522000.0,41,4,0.384,0,0,0.802,3.2,0,0,4,21,1,2026-07-19 10:10:54.743919+00:00
ACC-02495,Retail,India,Prospecting,25800.0,9,3,0.546,0,1,0.5,0.9,0,0,4,29,0,2026-07-19 10:10:54.743919+00:00
ACC-02496,Retail,North America,Closed Lost,55900.0,30,5,0.267,0,0,0.68,0.0,3,1,10,7,1,2026-07-19 10:10:54.743919+00:00
ACC-02497,Manufacturing,North America,Proposal,819100.0,48,4,0.347,0,1,0.548,1.9,3,0,5,22,1,2026-07-19 10:10:54.743919+00:00
ACC-02498,Technology,India,Qualification,72500.0,53,4,0.151,1,0,0.945,1.1,2,1,0,32,0,2026-07-19 10:10:54.743919+00:00
ACC-02499,Logistics,North America,Negotiation,10000.0,56,5,0.097,1,0,0.61,0.8,0,0,8,19,0,2026-07-19 10:10:54.743919+00:00
ACC-02500,Retail,EMEA,Negotiation,77400.0,41,2,0.138,1,0,0.501,2.1,2,0,10,14,1,2026-07-19 10:10:54.743919+00:00
ACC-02501,Technology,APAC,Negotiation,116100.0,19,4,0.242,0,0,0.34,1.2,2,0,3,33,1,2026-07-19 10:10:54.743919+00:00
ACC-02502,Technology,India,Prospecting,10000.0,36,5,0.309,0,0,0.402,1.0,0,0,10,25,0,2026-07-19 10:10:54.743919+00:00
ACC-02503,Manufacturing,North America,Prospecting,489300.0,79,5,0.124,0,0,0.695,4.3,1,0,4,26,1,2026-07-19 10:10:54.743919+00:00
ACC-02504,Logistics,North America,Proposal,41900.0,50,4,0.161,0,1,0.791,0.3,1,0,0,20,0,2026-07-19 10:10:54.743919+00:00
ACC-02505,Healthcare,EMEA,Qualification,146400.0,33,2,0.36,0,1,0.968,1.5,3,1,8,28,0,2026-07-19 10:10:54.743919+00:00
ACC-02506,Financial Services,SEA,Closed Lost,75300.0,121,11,0.426,0,0,0.718,0.9,2,0,0,40,0,2026-07-19 10:10:54.743919+00:00
ACC-02507,Technology,APAC,Proposal,21000.0,42,7,0.214,1,0,0.777,1.0,2,0,10,13,1,2026-07-19 10:10:54.743919+00:00
ACC-02508,Retail,APAC,Closed Lost,27300.0,36,5,0.431,0,0,0.734,1.7,3,0,6,18,0,2026-07-19 10:10:54.743919+00:00
