account_id,deal_size_log,days_in_stage,num_meetings,email_open_rate,champion_identified,competitor_present,product_fit_score,account_tenure_yrs,prev_purchases,exec_sponsor,nps_score,days_since_contact,meetings_per_day,engagement_score,stage_weight,industry_score,contact_lapsed,high_value_deal,champion_and_sponsor,converted
ACC-03195,12.320744178813118,40,4,0.511,1,0,0.338,1.0,2,1,5,22,0.0975609756097561,0.46330000000000005,3,0.55,1,0,1,1
ACC-03990,12.250094315624496,76,1,0.094,0,1,0.524,4.1,1,1,5,22,0.012987012987012988,0.2182,1,0.8,1,0,0,1
ACC-04129,12.120520203776788,53,5,0.353,0,0,0.452,2.4,1,0,5,22,0.09259259259259259,0.45589999999999997,3,0.65,1,0,0,0
ACC-04550,11.235866764155578,115,1,0.449,1,0,0.523,0.4,0,0,5,22,0.008620689655172414,0.3247,3,0.8,1,0,0,0
ACC-04746,12.124868013083418,46,8,0.364,1,0,0.857,1.2,3,0,5,22,0.1702127659574468,0.5792,2,0.75,1,0,0,1
ACC-00084,11.43605521971203,70,4,0.463,0,0,0.363,4.7,1,0,5,23,0.056338028169014086,0.44889999999999997,2,0.75,1,0,0,1
ACC-00304,10.872389709681492,19,3,0.189,0,0,0.42,7.8,2,1,5,23,0.15,0.3267,0,0.6,1,0,0,0
ACC-00405,11.871305953640322,39,3,0.093,1,0,0.309,0.2,0,0,5,23,0.075,0.2979,0,0.65,1,0,0,0
ACC-01669,11.835740580500783,47,3,0.081,1,0,0.525,3.6,3,1,5,23,0.0625,0.2943,3,0.75,1,0,1,1
ACC-03499,10.942013616092948,52,0,0.453,0,1,0.348,10.1,1,0,5,23,0.0,0.2859,2,0.75,1,0,0,0
ACC-04190,11.669937760751914,40,3,0.409,1,1,0.876,0.0,4,1,5,23,0.07317073170731707,0.39269999999999994,3,0.8,1,0,1,1
ACC-04582,11.686887175419702,27,6,0.168,1,0,0.344,0.6,2,0,5,23,0.21428571428571427,0.4404,1,0.65,1,0,0,0
ACC-04637,12.091789104493502,55,2,0.25,0,1,0.368,0.0,0,1,5,23,0.03571428571428571,0.305,1,0.65,1,0,0,0
ACC-04891,12.461880850543723,47,3,0.449,1,0,0.984,10.3,1,1,5,23,0.0625,0.40469999999999995,3,0.65,1,0,1,1
ACC-04969,12.595750454113006,3,6,0.037,0,0,0.315,0.6,2,1,5,23,1.5,0.4011,2,0.5,1,0,0,0
ACC-00159,12.271396795480596,46,3,0.251,0,0,0.985,0.5,1,0,5,24,0.06382978723404255,0.34529999999999994,5,0.65,1,0,0,0
ACC-00964,12.670438537558447,27,10,0.339,1,1,0.94,3.1,2,0,5,24,0.35714285714285715,0.6517000000000001,2,0.55,1,0,0,1
ACC-01125,12.284888447015875,20,1,0.147,0,1,0.624,1.3,2,1,5,24,0.047619047619047616,0.23409999999999997,1,0.6,1,0,0,1
ACC-01298,11.470028402317833,22,3,0.103,0,0,0.843,1.1,0,0,5,24,0.13043478260869565,0.30089999999999995,1,0.75,1,0,0,0
ACC-02077,11.443586104891608,90,5,0.255,0,0,0.527,1.1,5,1,5,24,0.054945054945054944,0.4265,1,0.65,1,0,0,1
ACC-03077,10.898607948952096,27,5,0.534,0,0,0.794,10.0,2,0,5,24,0.17857142857142858,0.5102,4,0.5,1,0,0,1
ACC-04114,10.034559673629849,38,4,0.166,1,1,0.863,2.7,2,0,5,24,0.10256410256410256,0.3598,2,0.75,1,0,0,1
ACC-04576,12.216522851424992,39,4,0.495,0,0,0.488,3.3,3,0,5,24,0.1,0.4585,2,0.65,1,0,0,0
ACC-01061,11.942764435686394,56,3,0.243,0,0,0.449,0.5,2,0,5,25,0.05263157894736842,0.3429,4,0.8,1,0,0,1
ACC-01781,12.339295865674435,23,2,0.176,0,0,0.568,2.7,2,0,5,25,0.08333333333333333,0.2828,1,0.75,1,0,0,0
ACC-03623,12.623140184369177,48,4,0.576,1,1,0.671,9.0,2,1,5,25,0.08163265306122448,0.4828,4,0.65,1,0,1,1
ACC-03711,12.84634897222022,12,3,0.336,1,0,0.697,5.4,1,1,5,25,0.23076923076923078,0.3708,2,0.75,1,0,1,1
ACC-03733,9.210440366976517,45,2,0.293,1,0,0.334,0.2,2,1,5,25,0.043478260869565216,0.31789999999999996,0,0.55,1,0,1,1
ACC-03978,10.589131655274922,17,5,0.082,1,0,0.493,11.5,1,1,5,25,0.2777777777777778,0.37460000000000004,2,0.6,1,0,1,1
ACC-04537,10.62135173563291,19,2,0.332,1,0,0.817,1.0,2,1,5,25,0.1,0.3296,3,0.55,1,0,1,1
ACC-04915,11.80186424743109,35,6,0.442,1,0,0.635,0.2,1,1,5,25,0.16666666666666666,0.5226,2,0.75,1,0,1,1
ACC-00994,13.01633819646102,18,6,0.179,1,1,0.713,11.4,0,1,5,26,0.3157894736842105,0.4437,2,0.6,1,0,1,0
ACC-01626,11.66822691098345,75,6,0.243,1,0,0.445,5.2,1,1,5,26,0.07894736842105263,0.4629,1,0.6,1,0,1,1
ACC-04000,9.62911649414402,89,5,0.299,0,1,0.396,0.8,2,0,5,26,0.05555555555555555,0.4397,4,0.75,1,0,0,0
ACC-04413,12.854225075218725,15,0,0.251,0,0,0.455,7.0,2,1,5,26,0.0,0.2253,3,0.6,1,0,0,0
ACC-04988,10.298935994257638,16,5,0.259,1,0,0.556,3.8,0,1,5,26,0.29411764705882354,0.42769999999999997,4,0.6,1,0,1,1
ACC-00540,9.472781556562168,17,4,0.607,1,1,0.403,12.0,0,0,5,27,0.2222222222222222,0.4921,2,0.75,1,0,0,1
ACC-00806,11.377117196515812,67,3,0.236,0,1,0.682,8.0,3,0,5,27,0.04411764705882353,0.3408,1,0.8,1,0,0,0
ACC-01633,12.400409231902334,68,5,0.153,1,1,0.577,1.3,1,0,5,27,0.07246376811594203,0.39590000000000003,3,0.6,1,0,0,0
ACC-02179,14.47680632525722,84,2,0.234,0,1,0.816,4.2,0,1,5,27,0.023529411764705882,0.3002,2,0.6,1,1,0,1
ACC-02557,13.495719808434837,25,2,0.152,1,1,0.929,1.7,1,0,5,27,0.07692307692307693,0.27559999999999996,3,0.55,1,1,0,1
ACC-02641,13.63002520163046,22,4,0.4,1,1,0.345,3.7,4,1,5,27,0.17391304347826086,0.43000000000000005,2,0.65,1,1,1,0
ACC-03009,9.841665338892785,35,6,0.285,0,0,0.46,6.0,1,0,5,27,0.16666666666666666,0.47550000000000003,1,0.6,1,0,0,0
ACC-03159,9.517898598432753,29,5,0.463,1,0,0.571,4.6,1,0,5,27,0.16666666666666666,0.4889,5,0.8,1,0,0,1
ACC-03582,11.522885696764481,65,3,0.302,1,0,0.909,1.3,1,0,5,27,0.045454545454545456,0.36060000000000003,1,0.8,1,0,0,1
ACC-04702,10.445840912706414,53,4,0.279,1,0,0.317,11.0,0,1,5,27,0.07407407407407407,0.39370000000000005,1,0.75,1,0,1,1
ACC-01205,12.112316757188815,20,3,0.364,1,0,0.618,6.5,3,0,5,28,0.14285714285714285,0.3792,5,0.55,1,0,0,1
ACC-01476,11.582460855933538,64,2,0.394,1,1,0.391,6.4,4,1,5,28,0.03076923076923077,0.34819999999999995,1,0.6,1,0,1,0
ACC-03851,11.07443600653965,38,1,0.226,1,0,0.879,2.7,0,0,5,28,0.02564102564102564,0.25780000000000003,1,0.55,1,0,0,0
ACC-04502,11.270866642542865,40,8,0.21,0,1,0.425,3.4,2,0,5,28,0.1951219512195122,0.533,5,0.55,1,0,0,0
ACC-00455,13.967889097048706,46,5,0.163,1,1,0.851,2.9,4,0,5,29,0.10638297872340426,0.39890000000000003,4,0.75,1,1,0,1
ACC-00501,10.064798252418377,79,3,0.421,1,1,0.629,1.5,1,1,5,29,0.0375,0.3963,1,0.6,1,0,1,1
ACC-01204,11.898194668458823,63,8,0.243,1,1,0.729,1.9,2,0,5,29,0.125,0.5429,4,0.65,1,0,0,1
ACC-03563,11.614588152079595,51,8,0.064,1,0,0.734,0.6,2,0,5,29,0.15384615384615385,0.48919999999999997,3,0.75,1,0,0,0
ACC-03682,11.18859323930985,36,2,0.753,1,1,0.557,4.4,0,0,5,29,0.05405405405405406,0.45589999999999997,4,0.75,1,0,0,0
ACC-04592,11.258046118484,38,3,0.147,1,1,0.366,2.9,5,1,5,29,0.07692307692307693,0.3141,0,0.65,1,0,1,1
ACC-00410,10.837637848711049,12,2,0.158,0,0,0.616,3.2,0,0,5,30,0.15384615384615385,0.2774,1,0.75,1,0,0,0
ACC-00698,10.837637848711049,77,4,0.37,0,1,0.555,3.7,1,0,5,30,0.05128205128205128,0.42100000000000004,2,0.6,1,0,0,0
ACC-00865,11.013715451376466,42,5,0.546,0,0,0.401,1.3,0,0,5,30,0.11627906976744186,0.5138,1,0.55,1,0,0,0
ACC-01434,12.147388951394372,60,1,0.297,0,1,0.695,3.3,0,0,5,30,0.01639344262295082,0.2791,2,0.6,1,0,0,0
ACC-02392,11.06665398721974,56,3,0.107,1,0,0.428,5.5,0,0,5,30,0.05263157894736842,0.3021,0,0.75,1,0,0,0
ACC-04239,12.80929785378815,51,7,0.389,1,1,0.624,5.7,1,1,5,30,0.1346153846153846,0.5467000000000001,2,0.8,1,0,1,1
ACC-04944,12.514296042962041,67,2,0.567,0,1,0.512,0.7,1,1,5,30,0.029411764705882353,0.4001,2,0.55,1,0,0,0
ACC-00050,9.6678285081515,34,5,0.157,1,1,0.905,1.3,2,0,5,31,0.14285714285714285,0.3971,0,0.75,1,0,0,0
ACC-00737,10.998777662206932,31,8,0.335,0,1,0.337,11.9,1,0,5,31,0.25,0.5705,4,0.55,1,0,0,0
ACC-02090,11.020283511637867,30,3,0.032,0,1,0.663,5.7,1,1,5,31,0.0967741935483871,0.27959999999999996,2,0.55,1,0,0,1
ACC-02295,9.210440366976517,29,2,0.29,1,0,0.381,2.6,1,1,5,31,0.06666666666666667,0.31699999999999995,1,0.75,1,0,1,1
ACC-03019,11.74086549476798,33,3,0.286,0,1,0.642,9.2,3,0,5,31,0.08823529411764706,0.3558,2,0.75,1,0,0,1
ACC-03555,11.875490030985144,96,1,0.155,0,1,0.352,0.4,0,0,5,31,0.010309278350515464,0.2365,4,0.75,1,0,0,0
ACC-03662,14.508658238524095,55,4,0.092,1,1,0.698,7.6,0,1,5,31,0.07142857142857142,0.3376,1,0.55,1,1,1,0
ACC-04621,12.141005984951518,33,3,0.424,0,0,0.674,1.8,0,0,5,31,0.08823529411764706,0.3972,5,0.8,1,0,0,0
ACC-01485,10.793454842740767,48,6,0.199,0,1,0.909,1.2,3,0,5,32,0.12244897959183673,0.4497,1,0.65,1,0,0,1
ACC-02681,11.7068543948059,17,4,0.137,0,0,0.968,0.7,4,1,5,32,0.2222222222222222,0.35109999999999997,3,0.65,1,0,0,1
ACC-02750,11.719134432217524,29,5,0.26,0,0,0.725,0.5,1,1,5,32,0.16666666666666666,0.42800000000000005,2,0.6,1,0,0,0
ACC-04094,10.721084386282662,14,4,0.298,1,0,0.519,3.4,0,0,5,32,0.26666666666666666,0.3994,0,0.5,1,0,0,0
ACC-04845,9.472781556562168,41,3,0.148,0,0,0.697,2.7,0,1,5,32,0.07142857142857142,0.3144,4,0.75,1,0,0,1
ACC-01252,13.726024485075438,62,2,0.233,0,1,0.514,10.1,4,0,5,33,0.031746031746031744,0.2999,3,0.55,1,1,0,1
ACC-01572,10.63106031411106,20,4,0.31,1,1,0.681,5.3,1,0,5,33,0.19047619047619047,0.403,2,0.75,1,0,0,1
ACC-02835,12.245298166364206,16,5,0.142,1,0,0.909,4.7,0,1,5,33,0.29411764705882354,0.3926,2,0.55,1,0,1,1
ACC-01721,10.199918739620157,53,6,0.446,0,0,0.652,3.5,0,0,5,34,0.1111111111111111,0.5238,1,0.75,1,0,0,1
ACC-02071,12.91139787176282,65,3,0.201,1,1,0.798,1.2,2,1,5,34,0.045454545454545456,0.3303,2,0.8,1,0,1,0
ACC-02512,10.874285408908944,36,4,0.375,1,1,0.972,2.5,1,1,5,34,0.10810810810810811,0.4225,0,0.8,1,0,1,1
ACC-04635,11.211833885608513,34,7,0.236,0,1,0.763,0.0,1,1,5,34,0.2,0.5008,3,0.75,1,0,0,0
ACC-00638,11.305913595583258,74,2,0.655,1,0,0.946,1.6,2,0,5,35,0.02666666666666667,0.4265,4,0.65,1,0,0,1
ACC-01740,10.709985739582528,57,5,0.551,1,1,0.709,7.9,3,0,5,35,0.08620689655172414,0.5153,1,0.55,1,0,0,1
ACC-01926,11.433893080082035,12,3,0.425,0,0,0.572,11.0,2,1,5,35,0.23076923076923078,0.39749999999999996,5,0.75,1,0,0,1
ACC-00106,14.112722823518768,46,7,0.826,0,1,0.827,0.3,0,0,5,36,0.14893617021276595,0.6778000000000001,1,0.65,1,1,0,0
ACC-00888,12.540761149388421,10,4,0.157,0,0,0.997,0.2,2,1,5,36,0.36363636363636365,0.3571,1,0.65,1,0,0,1
ACC-01192,12.790244451361485,30,3,0.226,0,0,0.672,2.9,1,1,5,36,0.0967741935483871,0.3378,1,0.6,1,0,0,0
ACC-01869,10.477316144080852,14,5,0.434,0,0,0.753,0.2,0,1,5,36,0.3333333333333333,0.48019999999999996,3,0.75,1,0,0,1
ACC-03481,11.587114148152441,71,2,0.175,0,1,0.433,6.9,2,0,5,36,0.027777777777777776,0.2825,3,0.75,1,0,0,1
ACC-04199,10.521399202410167,24,4,0.384,1,0,0.304,0.2,2,0,5,36,0.16,0.4252,3,0.55,1,0,0,1
ACC-04925,14.153625016828657,36,4,0.192,1,1,0.791,0.5,1,1,5,36,0.10810810810810811,0.36760000000000004,2,0.75,1,1,1,1
ACC-00061,11.355113089309977,17,1,0.036,0,0,0.597,3.9,0,0,5,37,0.05555555555555555,0.20079999999999998,1,0.55,1,0,0,0
ACC-00178,11.44999631476691,40,6,0.171,1,0,0.775,5.0,2,1,5,37,0.14634146341463414,0.4413,2,0.55,1,0,1,1
ACC-01296,10.239995502805316,10,4,0.239,1,0,0.725,1.1,0,0,5,37,0.36363636363636365,0.38170000000000004,1,0.65,1,0,0,0
ACC-04128,12.915341667991576,40,3,0.617,0,0,0.802,0.7,2,0,5,37,0.07317073170731707,0.45509999999999995,1,0.5,1,0,0,0
ACC-00058,11.596356272699,31,1,0.126,0,0,0.544,3.1,1,1,5,38,0.03125,0.2278,4,0.75,1,0,0,1
ACC-04284,11.522885696764481,56,6,0.27,0,1,0.485,2.4,2,1,5,38,0.10526315789473684,0.471,3,0.75,1,0,0,0
ACC-00756,11.03005541721757,27,4,0.7,1,1,0.843,5.2,1,0,5,39,0.14285714285714285,0.52,3,0.8,1,0,0,0
ACC-01479,9.268703615273097,41,5,0.053,1,1,0.591,0.5,0,0,5,39,0.11904761904761904,0.3659,2,0.8,1,0,0,0
ACC-01742,10.468829770273567,72,4,0.127,0,1,0.818,0.8,3,0,5,39,0.0547945205479452,0.34809999999999997,2,0.8,1,0,0,1
ACC-02417,9.401043372798053,11,3,0.45,1,1,0.329,0.3,1,0,5,39,0.25,0.405,1,0.55,1,0,0,1
ACC-00381,12.49949197838354,53,2,0.168,1,0,0.403,1.0,1,1,5,40,0.037037037037037035,0.2804,4,0.75,1,0,1,1
ACC-00721,11.225256725762893,18,6,0.344,0,0,0.996,5.4,0,0,5,40,0.3157894736842105,0.49319999999999997,3,0.5,1,0,0,0
ACC-01274,11.547336553476635,31,3,0.091,0,0,0.31,2.9,1,1,5,40,0.09375,0.2973,1,0.75,1,0,0,0
ACC-01738,11.052491896264268,25,8,0.063,0,0,0.463,0.2,1,0,5,40,0.3076923076923077,0.4889,3,0.75,1,0,0,1
ACC-03022,11.896151780740423,12,1,0.032,0,1,0.319,12.9,0,0,5,40,0.07692307692307693,0.1996,4,0.55,1,0,0,0
ACC-04188,10.813780332606648,53,2,0.079,1,1,0.966,11.3,2,0,5,40,0.037037037037037035,0.2537,0,0.6,1,0,0,1
ACC-00056,11.10045084755119,72,3,0.333,1,1,0.61,3.2,3,1,5,41,0.0410958904109589,0.3699,2,0.5,1,0,1,1
ACC-00214,10.214678610538817,25,3,0.177,0,0,0.538,4.0,1,0,5,41,0.11538461538461539,0.32309999999999994,3,0.65,1,0,0,1
ACC-00250,12.045909761904733,25,7,0.242,1,0,0.45,0.0,2,0,5,41,0.2692307692307692,0.5026,1,0.8,1,0,0,0
ACC-00383,13.057933650348467,51,0,0.315,0,1,0.458,2.9,1,0,5,41,0.0,0.2445,1,0.6,1,0,0,0
ACC-01657,13.22816559549727,110,5,0.38,0,0,0.446,1.1,1,0,5,41,0.04504504504504504,0.46399999999999997,0,0.6,1,1,0,0
ACC-00037,12.24769911637256,49,11,0.069,0,0,0.669,3.5,1,0,5,42,0.22,0.6107,5,0.65,1,0,0,0
ACC-02180,10.904137815028022,112,3,0.378,1,1,0.794,5.3,3,1,5,42,0.02654867256637168,0.38339999999999996,1,0.55,1,0,1,1
ACC-03252,12.75014250498702,58,3,0.041,0,1,0.48,0.3,1,1,5,43,0.05084745762711865,0.2823,2,0.75,1,0,0,0
ACC-00640,11.153403615295403,31,5,0.403,1,1,0.857,2.3,1,1,5,44,0.15625,0.4709,1,0.55,1,0,1,0
ACC-03229,11.259335592686217,21,6,0.203,0,1,0.857,2.6,3,1,5,44,0.2727272727272727,0.45089999999999997,1,0.75,1,0,0,0
ACC-00240,11.694421681264394,31,5,0.507,0,1,0.42,5.3,0,1,5,45,0.15625,0.5021,1,0.75,1,0,0,0
ACC-01177,9.568084743872936,24,1,0.148,1,1,0.875,0.5,4,0,5,45,0.04,0.2344,3,0.8,1,0,0,1
ACC-02442,12.532137339650044,18,6,0.313,0,0,0.493,3.0,2,0,5,45,0.3157894736842105,0.4839,3,0.6,1,0,0,1
ACC-00782,12.454107814022272,52,6,0.226,1,1,0.847,0.4,0,0,5,46,0.11320754716981132,0.4578,2,0.6,1,0,0,0
ACC-01320,12.016732516077072,53,2,0.031,0,0,0.46,0.1,0,1,5,46,0.037037037037037035,0.2393,0,0.75,1,0,0,1
ACC-04735,12.526709446562082,63,2,0.283,1,0,0.362,7.1,1,1,5,46,0.03125,0.31489999999999996,2,0.55,1,0,1,0
ACC-04237,13.522079994552845,72,3,0.254,1,0,0.385,4.0,0,0,5,47,0.0410958904109589,0.34619999999999995,5,0.75,1,1,0,0
ACC-04327,10.911463720944793,35,5,0.224,1,0,0.359,0.3,1,1,5,47,0.1388888888888889,0.4172,2,0.75,1,0,1,0
ACC-04951,12.101273083619482,62,2,0.044,1,1,0.523,6.4,1,0,5,47,0.031746031746031744,0.2432,3,0.55,1,0,0,0
ACC-02526,12.558140493079444,19,2,0.214,0,0,0.302,2.0,0,1,5,48,0.1,0.2942,3,0.65,1,0,0,0
ACC-02140,11.291043617373028,16,4,0.178,0,1,0.587,0.3,1,0,5,49,0.23529411764705882,0.3634,4,0.8,1,0,0,1
ACC-02251,10.980212041446208,51,9,0.369,0,0,0.396,1.0,1,0,5,49,0.17307692307692307,0.6207,3,0.75,1,0,0,0
ACC-02696,11.684363005162105,102,6,0.13,1,0,0.425,0.7,1,0,5,49,0.05825242718446602,0.42899999999999994,3,0.55,1,0,0,0
ACC-04127,10.474495347310453,22,3,0.209,0,0,0.496,1.2,0,0,5,50,0.13043478260869565,0.3327,3,0.6,1,0,0,0
ACC-01800,13.165616334738697,2,6,0.103,0,1,0.867,11.3,2,0,5,51,2.0,0.42089999999999994,2,0.75,1,1,0,0
ACC-03101,12.132969552931216,46,4,0.451,0,0,0.848,0.0,4,0,5,51,0.0851063829787234,0.44530000000000003,1,0.75,1,0,0,1
ACC-03177,11.576848171532921,37,1,0.088,0,1,0.879,3.3,0,1,5,51,0.02631578947368421,0.21639999999999998,4,0.6,1,0,0,1
ACC-04004,11.130214506480655,23,2,0.228,0,1,0.788,7.9,2,0,5,51,0.08333333333333333,0.2984,2,0.75,1,0,0,0
ACC-00419,13.374678860018665,39,5,0.504,0,1,0.852,4.2,3,0,5,53,0.125,0.5012,2,0.6,1,1,0,0
ACC-02238,10.606609816118151,30,6,0.057,0,1,0.806,0.8,2,1,5,53,0.1935483870967742,0.4071,5,0.75,1,0,0,0
ACC-03744,10.025749432069084,46,2,0.261,1,1,0.949,7.6,3,0,5,53,0.0425531914893617,0.3083,3,0.75,1,0,0,1
ACC-03915,9.825580063659602,48,5,0.312,1,0,0.713,2.5,4,0,5,53,0.10204081632653061,0.4436,2,0.5,1,0,0,1
ACC-02438,12.589976981711247,107,3,0.206,0,0,0.83,5.5,0,0,5,54,0.027777777777777776,0.3318,2,0.65,1,0,0,0
ACC-02734,11.109473329472568,23,3,0.739,0,0,0.843,7.9,1,0,5,54,0.125,0.4917,1,0.5,1,0,0,0
ACC-03492,11.205054290550551,57,3,0.599,0,0,0.35,2.2,0,1,5,55,0.05172413793103448,0.4497,1,0.6,1,0,0,0
ACC-04851,10.463131911491967,56,5,0.237,1,1,0.735,1.6,3,1,5,58,0.08771929824561403,0.42110000000000003,4,0.5,1,0,1,1
ACC-01621,12.34148164933907,11,2,0.271,0,1,0.707,0.6,1,0,5,61,0.16666666666666666,0.3113,3,0.55,1,0,0,1
ACC-00208,11.405351390085748,50,4,0.451,1,0,0.815,0.2,2,1,5,64,0.0784313725490196,0.44530000000000003,1,0.6,1,0,1,1
ACC-01175,11.513934955263402,29,9,0.114,1,0,0.518,2.7,0,0,5,69,0.3,0.5442,0,0.6,1,0,0,0
ACC-03822,10.922352923113982,27,6,0.414,0,1,0.883,2.8,1,0,5,90,0.21428571428571427,0.5142,1,0.55,1,0,0,0
ACC-00190,10.874285408908944,69,5,0.268,0,1,0.672,0.4,2,1,6,0,0.07142857142857142,0.4604,1,0.65,0,0,0,1
ACC-00942,11.728044909070785,38,10,0.349,1,1,0.699,1.1,1,1,6,1,0.2564102564102564,0.6847000000000001,3,0.6,0,0,1,1
ACC-02338,13.46211736603902,20,5,0.076,0,1,0.828,1.4,3,0,6,1,0.23809523809523808,0.4028,2,0.55,0,1,0,1
ACC-03109,12.825037620411926,23,4,0.193,0,0,0.352,0.0,7,0,6,1,0.16666666666666666,0.39790000000000003,0,0.6,0,0,0,1
ACC-05000,11.817472029092508,43,5,0.256,0,0,0.915,1.2,3,0,6,1,0.11363636363636363,0.4568,1,0.6,0,0,0,1
ACC-00974,13.428377879293798,27,3,0.168,1,0,0.559,2.6,0,0,6,2,0.10714285714285714,0.3504,3,0.65,0,1,0,1
ACC-01421,14.508658238524095,32,2,0.326,1,1,0.627,1.7,0,1,6,2,0.06060606060606061,0.3578,3,0.65,0,1,1,1
ACC-01526,12.059317054505962,59,6,0.491,0,0,0.827,1.0,0,1,6,2,0.1,0.5672999999999999,4,0.65,0,0,0,1
ACC-02280,14.23323422201234,25,5,0.38,0,0,1.0,2.2,1,0,6,2,0.19230769230769232,0.494,2,0.75,0,1,0,1
ACC-02395,12.458390459140501,86,2,0.297,0,0,0.552,4.5,1,0,6,2,0.022988505747126436,0.34909999999999997,4,0.8,0,0,0,1
ACC-02589,10.96648993456911,56,4,0.191,0,1,0.389,2.0,1,0,6,2,0.07017543859649122,0.3973,0,0.65,0,0,0,0
ACC-02983,10.623787731088578,61,7,0.221,1,0,0.501,2.4,3,0,6,2,0.11290322580645161,0.5263,1,0.8,0,0,0,1
ACC-03027,12.382967001677175,21,3,0.695,0,1,0.439,1.1,3,1,6,2,0.13636363636363635,0.5085,1,0.5,0,0,0,1
ACC-03768,13.052801058098455,58,2,0.211,0,1,0.306,3.7,4,0,6,2,0.03389830508474576,0.3233,3,0.55,0,0,0,0
ACC-04123,10.379752786950895,15,3,0.267,0,1,0.708,3.4,0,0,6,2,0.1875,0.3801,3,0.6,0,0,0,0
ACC-04895,10.49684202174171,29,1,0.117,0,1,0.568,9.6,1,0,6,2,0.03333333333333333,0.2551,1,0.55,0,0,0,1
ACC-00553,12.045909761904733,106,5,0.347,1,1,0.842,0.7,2,0,6,3,0.04672897196261682,0.4841,3,0.6,0,0,0,1
ACC-00581,12.532858837800037,22,4,0.387,1,0,0.754,1.1,1,0,6,3,0.17391304347826086,0.4561,2,0.55,0,0,0,1
ACC-01732,10.65492722584759,45,2,0.243,1,1,0.921,2.8,3,0,6,3,0.043478260869565216,0.3329,1,0.6,0,0,0,1
ACC-01751,13.506401900310177,25,6,0.121,0,1,0.592,2.8,1,0,6,3,0.23076923076923078,0.4563,2,0.6,0,1,0,1
ACC-03161,12.871851198663759,50,3,0.338,0,1,0.931,0.1,1,0,6,3,0.058823529411764705,0.4014,2,0.55,0,0,0,0
ACC-04029,10.367253014814716,56,3,0.179,1,1,0.487,1.1,3,0,6,3,0.05263157894736842,0.3537,1,0.8,0,0,0,1
ACC-04165,10.007892611890918,54,2,0.39,0,1,0.951,1.9,1,0,6,3,0.03636363636363636,0.377,2,0.6,0,0,0,1
ACC-04197,12.48899716877066,25,2,0.124,0,0,0.682,1.9,0,1,6,3,0.07692307692307693,0.2972,1,0.75,0,0,0,1
ACC-00603,11.21318430646977,6,5,0.102,0,0,0.964,4.9,0,1,6,4,0.7142857142857143,0.41059999999999997,3,0.75,0,0,0,0
ACC-01184,11.088292827848269,59,3,0.274,1,1,0.484,0.5,1,0,6,4,0.05,0.3822,3,0.5,0,0,0,1
ACC-01431,13.726133840306172,34,5,0.316,1,0,0.482,2.6,3,1,6,4,0.14285714285714285,0.4748,1,0.55,0,1,1,1
ACC-01593,11.696920620516192,24,3,0.299,0,0,0.64,3.9,2,0,6,4,0.12,0.3897,2,0.75,0,0,0,0
ACC-03773,12.767118838519758,46,4,0.41,1,0,0.581,3.8,1,0,6,4,0.0851063829787234,0.46299999999999997,4,0.65,0,0,0,1
ACC-03806,10.866680954096502,72,4,0.078,1,0,0.623,4.8,2,1,6,4,0.0547945205479452,0.3634,1,0.5,0,0,1,1
ACC-04037,10.959557617938563,77,4,0.211,0,0,0.426,1.0,0,0,6,4,0.05128205128205128,0.4033,1,0.5,0,0,0,0
ACC-04137,9.60918360377546,68,5,0.237,1,0,0.332,0.2,0,1,6,4,0.07246376811594203,0.4511,2,0.8,0,0,1,0
ACC-04167,12.057578437658945,90,3,0.319,1,1,0.56,0.4,1,0,6,4,0.03296703296703297,0.3957,2,0.65,0,0,0,0
ACC-04803,13.225643530608007,52,3,0.391,0,1,0.444,0.1,0,0,6,4,0.05660377358490566,0.4173,0,0.5,0,1,0,0
ACC-00428,12.527434870150573,29,5,0.166,1,0,0.581,4.8,0,0,6,5,0.16666666666666666,0.4298,4,0.8,0,0,0,1
ACC-00534,11.678448377988165,66,4,0.266,1,0,0.416,2.2,0,0,6,5,0.05970149253731343,0.4198,1,0.6,0,0,0,0
ACC-00577,11.259335592686217,82,7,0.348,1,0,0.847,0.3,0,0,6,5,0.08433734939759036,0.5644,0,0.75,0,0,0,1
ACC-00781,11.849404844423074,62,2,0.393,1,0,0.955,4.0,2,0,6,5,0.031746031746031744,0.3779,0,0.6,0,0,0,1
ACC-01140,10.74937727911096,58,6,0.31,1,1,0.434,1.0,4,0,6,5,0.1016949152542373,0.5129999999999999,0,0.6,0,0,0,0
ACC-01240,13.51373091339712,38,5,0.718,0,0,0.54,2.5,0,0,6,5,0.1282051282051282,0.5953999999999999,1,0.75,0,1,0,1
ACC-01253,12.723976161813853,30,4,0.302,0,1,0.937,4.5,3,0,6,5,0.12903225806451613,0.4306,5,0.75,0,0,0,1
ACC-01302,10.905974329106854,47,6,0.077,1,1,0.47,4.4,0,0,6,5,0.125,0.4431,1,0.5,0,0,0,0
ACC-01388,9.692828247710418,74,5,0.223,0,1,0.815,5.5,2,0,6,5,0.06666666666666667,0.4469,4,0.75,0,0,0,1
ACC-01566,11.701071692055445,14,2,0.223,1,1,0.526,13.6,1,0,6,5,0.13333333333333333,0.32689999999999997,1,0.55,0,0,0,0
ACC-01716,11.98168457011701,11,1,0.254,0,0,0.866,0.8,0,0,6,5,0.08333333333333333,0.2962,2,0.5,0,0,0,1
